CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P2909400J,01,29,094,A,A,000,Vélez-Málaga                                                          ,P2900016C,01,29,094,A,V,005,O. Aut. Local Desar. Integral (D.I.M.)                                ,AAPP,01/06/2014,
P2909400J,01,29,094,A,A,000,Vélez-Málaga                                                          ,A92335025,01,29,094,A,P,002,Parque Tecnoalimentario de Vélez Málaga S.A                           ,AAPP,01/06/2014,S
P2909400J,01,29,094,A,A,000,Vélez-Málaga                                                          ,A92996636,01,29,094,A,P,003,E. M. Servicios de Vélez-Málaga S.A.                                  , ,01/06/2014,S
P2909400J,01,29,094,A,A,000,Vélez-Málaga                                                          ,V92401702,01,00,057,H,H,000,"F. Fomento de la Cultura, la Educación y el Desarrollo de Vélez       ",AAPP,01/06/2014,
P2909900I,01,29,099,A,A,000,Viñuela                                                               ,V29539319,01,00,046,N,N,000,Asoc. Centro Desarrollo Rural de la Axarquia (Ceder Axarquia)         , ,01/07/2014,
P2910000E,01,29,100,A,A,000,Yunquera                                                              ,G29550803,01,00,041,N,N,000,Asoc. Centro de Desarrollo Rural Serranía de Ronda CEDER              , ,,
P2910000E,01,29,100,A,A,000,Yunquera                                                              ,G92187004,01,00,042,N,N,000,Grupo Desarrollo Rural Sierra de las Nieves                           , ,,
P2910000E,01,29,100,A,A,000,Yunquera                                                              ,B92861137,01,00,210,C,C,000,C. Unidad Territ. Emp. y Desar. Local y Tecn. Alozaina y Otros        , ,,
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A29580727,01,29,901,A,P,003,Serv. Torremolinos (SAMSET)                                           , ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A29817178,01,29,901,A,P,004,"Limpieza de Torremolinos, S.A.                                        ", ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A92025667,01,29,901,A,P,005,C. Gest. y Exp. Palacio de Cong. y Expo. Costa del Sol                , ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A92174796,01,29,901,A,P,006,"Torremolinos Televisión, S.A.                                         ", ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A92687995,01,29,901,A,P,007,Aseo y Limpieza Municipales de Torremolinos S.A.                      , ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A92602416,01,29,901,A,P,008,Los Pinares Vivero Municipal de Torremolinos S.A.                     , ,,S
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,P7910301F,01,29,901,A,V,001,P. M. Deportes                                                        ,AAPP,30/11/2007,
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,P2900013J,01,29,901,A,V,002,Agencia Municipal Promoción y Desarrollo Local                        ,AAPP,30/11/2007,
P2910300I,01,29,901,A,A,000,Torremolinos                                                          ,A92906551,01,29,901,A,P,009,"Canal Torrevision, S.A.                                               ", ,,S
P3000200J,13,30,002,A,A,000,Abarán                                                                ,B73462996,13,30,002,A,P,001,S. M. Gestión Servicios Abaran S.L.                                   ,AAPP,01/12/2014,S
P3000200J,13,30,002,A,A,000,Abarán                                                                ,B73383556,13,30,002,A,P,002,Radio Abaran La Voz del Valle S.L.                                    ,S. no Financieras,01/12/2014,S
P3000300H,13,30,003,A,A,000,Águilas                                                               ,G30091300,13,30,003,A,V,001,P. Deportivo Municipal                                                ,AAPP,30/11/2007,
P3000330E,13,30,033,A,A,000,Puerto Lumbreras                                                      ,V73365132,13,00,016,C,C,000,C. Turístico Medina Nogalte                                           ,AAPP,01/10/2014,
P3000330E,13,30,033,A,A,000,Puerto Lumbreras                                                      ,B30567853,13,30,033,A,P,001,"Radio Lumbreras, S.L.                                                 ",AAPP,01/10/2014,S
P3000330E,13,30,033,A,A,000,Puerto Lumbreras                                                      ,B73015448,13,30,033,A,P,002,"Urbanizadora Puerto Lumbreras, S.L.                                   ",AAPP,01/10/2014,S
P3000330E,13,30,033,A,A,000,Puerto Lumbreras                                                      ,B73583437,13,30,033,A,P,003,"PEQUE-CULTURA, S.L.                                                   ",S. no Financieras,01/10/2014,S
P3000500C,13,30,005,A,A,000,Alcantarilla                                                          ,B30407811,13,30,005,A,P,001,"Radio Sintonía, S.L.                                                  ", ,,S
P3000700I,13,30,007,A,A,000,Alguazas                                                              ,P3000028E,13,00,014,C,C,000,C. Construc. y Financ. piscina cubierta climatizada en Alguazas       ,AAPP,01/06/2011,
P3000900E,13,30,009,A,A,000,Archena                                                               ,B73037103,13,30,009,A,P,001,"Prom. y Gest. M. Suelo de Archena, S.L.                               ", ,,S
P3001000C,13,30,010,A,A,000,Beniel                                                                ,A73312100,13,30,010,A,P,001,Sermubeniel S.A.                                                      ,S. no Financieras,01/11/2014,S
P3001100A,13,30,011,A,A,000,Blanca                                                                ,B73549685,13,30,011,A,P,001,Blanca Fomento Social S.L.,AAPP,01/01/2015,S
P3001200I,13,30,012,A,A,000,Bullas                                                                ,A30407142,13,30,012,A,P,001,"Bullas Turística, S.A.                                                ",S. no Financieras,01/10/2014,S
P3001200I,13,30,012,A,A,000,Bullas                                                                ,B73375057,13,30,012,A,P,003,Promoción Municipal Marimingo S.L.                                    , ,01/10/2014,S
P3001300G,13,30,013,A,A,000,Calasparra                                                            ,A73264285,13,30,013,A,P,001,"Promotora Municipal de Calasparra, S.A.                               ", ,,S
P3001300G,13,30,013,A,A,000,Calasparra                                                            ,P8001301D,13,30,013,A,V,001,P. M. Res. Ancianos                                                   ,AAPP,30/11/2007,
P3001500B,13,30,015,A,A,000,Caravaca de la Cruz                                                   ,P3000042F,13,00,022,C,C,000,C. Año Jubilar 2.010                                                  , ,,
P3001500B,13,30,015,A,A,000,Caravaca de la Cruz                                                   ,B73206500,13,30,015,A,P,001,"Caravaca Radio, S.L.                                                  ", ,,S
P3001500B,13,30,015,A,A,000,Caravaca de la Cruz                                                   ,B73288029,13,30,015,A,P,002,S. Gestión Suelo de Caravaca S.L.                                     , ,,S
P3001500B,13,30,015,A,A,000,Caravaca de la Cruz                                                   ,A73053829,13,30,015,A,P,003,Caravaca Jubilar S.A.                                                 , ,,S
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,Q3000347I,13,00,004,C,C,000,C. La Manga                                                           ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,V30746655,13,00,008,C,C,000,C. Cartagena Puerto Culturas                                          , ,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,A30613756,13,30,016,A,P,002,"Polígono Industrial, S.A.                                             ",AAPP,01/02/2015,S
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,A30714869,13,30,016,A,P,003,"Casco Antiguo de Cartagena, S.A.                                      ",AAPP,01/02/2015,S
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,Q3000211G,13,30,016,A,V,001,O. Gest. Recaudatoria                                                 ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,Q8055011D,13,30,016,A,V,014,Inst. M. Serv. Zona La Manga del Mar Menor                            ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,G30713465,13,30,016,A,V,015,P. M. Carmen Conde-Antonio Oliver                                     ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,Q8055014H,13,30,016,A,V,016,Agencia Desar. Local y Empleo                                         ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,G30716278,13,30,016,A,V,017,F. Rifa Benéfica Casa del Niño                                        ,AAPP,01/02/2015,
P3001600J,13,30,016,A,A,000,Cartagena                                                             ,A30748933,13,30,016,C,P,001,Cartagena Puerto de Culturas S.A.                                     , ,,S
P3001700H,13,30,017,A,A,000,Cehegín                                                               ,B73191504,13,30,017,A,P,001,Iniciativas para el Desarrollo de Cehegin S.L.                        , ,,S
P3001800F,13,30,018,A,A,000,Ceutí                                                                 ,P3000027G,13,00,010,C,C,000,C. Construc. y Financ. piscina cubierta climatizada en Ceutí          , ,,
P3001800F,13,30,018,A,A,000,Ceutí                                                                 ,A30238836,13,30,018,A,P,001,"Prom. Ceuti, S.A.                                                     ", ,,S
P3001800F,13,30,018,A,A,000,Ceutí                                                                 ,B30515696,13,30,018,A,P,002,"Radio Ceutí, S.L.                                                     ", ,,S
P3001800F,13,30,018,A,A,000,Ceutí                                                                 ,B73481483,13,30,018,A,P,003,"Gestión Social Ceutí, S.L.                                            ", ,,S
P3001900D,13,30,019,A,A,000,Cieza                                                                 ,V73328098,13,00,019,C,C,000,C. Turístico desfiladero de Almadenes                                 , ,01/03/2015,
P3001900D,13,30,019,A,A,000,Cieza                                                                 ,B30459820,13,30,019,A,P,001,"Radio Cieza, S.A.                                                     ",AAPP,01/01/2015,S
P3001900D,13,30,019,A,A,000,Cieza                                                                 ,A30383269,13,30,019,A,P,002,"Aguas de Cieza, S.A.                                                  ",S. no Financieras,01/01/2015,S
P3001900D,13,30,019,A,A,000,Cieza                                                                 ,A73015893,13,30,019,A,P,003,"Prom. Empresariales de Cieza, S.A.                                    ",AAPP,01/01/2015,S
P3002100J,13,30,021,A,A,000,Fuente Álamo de Murcia                                                ,G30778708,13,00,001,H,H,000,F. Res. San Agustín                                                   , ,,
P3002200H,13,30,022,A,A,000,Jumilla                                                               ,A73086852,13,30,022,A,P,001,"Aguas de Jumilla, S.A.                                                ",S. no Financieras,01/07/2014,S
P3002300F,13,30,023,A,A,000,Librilla                                                              ,B73239238,13,30,023,A,P,001,Iniciativas para el Desarrollo de Librilla S.L.                       , ,,S
P3002400D,13,30,024,A,A,000,Lorca                                                                 ,V73014342,13,00,003,C,C,000,C. Desar. Turístico y Cultural de Lorca                               ,AAPP,01/03/2014,
